wd:Q57660343	wd:Q622425
wd:Q3152824	wd:Q111631051
wd:Q357104	wd:Q2508200
wd:Q6545185	wd:Q319608
wd:Q599151	wd:Q5415826
wd:Q166142	wd:Q651476
wd:Q680343	wd:Q48296
wd:Q1190554	wd:Q6056746
wd:Q5141281	wd:Q7844666
wd:Q105036755	wd:Q105322523
wd:Q584207	wd:Q6925544
wd:Q2143661	wd:Q102626
wd:Q4381515	wd:Q782746
wd:Q94670589	wd:Q1083980
wd:Q327333	wd:Q7209594
wd:Q4989906	wd:Q7930746
wd:Q3182649	wd:Q104741931
wd:Q4457957	wd:Q1395938
wd:Q111352	wd:Q2463705
wd:Q268416	wd:Q3326349
wd:Q1184244	wd:Q525331
wd:Q1493121	wd:Q26224000
wd:Q98116669	wd:Q1128397
wd:Q112187894	wd:Q112189200
wd:Q2739329	wd:Q339011
wd:Q740752	wd:Q3514732
wd:Q24398318	wd:Q199451
wd:Q855973	wd:Q116779062
wd:Q707125	wd:Q332142
wd:Q1151405	wd:Q208164
wd:Q2119531	wd:Q2032544
wd:Q2405480	wd:Q22343421
wd:Q43184282	wd:Q21600439
wd:Q1184268	wd:Q120356170
wd:Q52990223	wd:Q7096323
wd:Q2251335	wd:Q10429561
wd:Q3714446	wd:Q105711004
wd:Q7265965	wd:Q112971684
wd:Q3955017	wd:Q867705
wd:Q1058733	wd:Q16930776
wd:Q19801288	wd:Q203290
wd:Q1900167	wd:Q16747019
wd:Q83620	wd:Q10816681
wd:Q43229	wd:Q60674536
wd:Q7574898	wd:Q182290
wd:Q47064	wd:Q6949127
wd:Q5589178	wd:Q66493932
wd:Q104843	wd:Q1788249
wd:Q193657	wd:Q2921733
wd:Q4164871	wd:Q124467070
wd:Q65308157	wd:Q20948857
wd:Q28337	wd:Q184358
wd:Q56055115	wd:Q11822917
wd:Q2347178	wd:Q2330667
wd:Q13221722	wd:Q1841580
wd:Q2468727	wd:Q1350189
wd:Q2755547	wd:Q186190
wd:Q27166192	wd:Q818574
wd:Q114414171	wd:Q18814798
wd:Q1140178	wd:Q56242225
wd:Q15924224	wd:Q20739489
wd:Q23710131	wd:Q8202418
wd:Q5758653	wd:Q10429561
wd:Q1252971	wd:Q3574069
wd:Q1353183	wd:Q516775
wd:Q811430	wd:Q648145
wd:Q11424	wd:Q26225677
wd:Q2672189	wd:Q182895
wd:Q391728	wd:Q18812395
wd:Q843227	wd:Q18535
wd:Q15642541	wd:Q20667323
wd:Q30088094	wd:Q30088088
wd:Q820655	wd:Q191296
wd:Q1074158	wd:Q63951851
wd:Q12518	wd:Q6432932
wd:Q51041800	wd:Q2742167
wd:Q7465804	wd:Q2623874
wd:Q115941290	wd:Q116143245
wd:Q18357227	wd:Q105038240
wd:Q1184244	wd:Q160598
wd:Q18608583	wd:Q56291178
wd:Q4129097	wd:Q27678359
wd:Q915073	wd:Q1117305
wd:Q2624187	wd:Q1654284
wd:Q3540290	wd:Q7093596
wd:Q55785525	wd:Q172341
wd:Q17489160	wd:Q113650147
wd:Q10549978	wd:Q5755662
wd:Q28337	wd:Q478251
wd:Q12973014	wd:Q61974339
wd:Q17537576	wd:Q1971694
wd:Q9261468	wd:Q23005223
wd:Q478123	wd:Q96200433
wd:Q7210356	wd:Q17127659
wd:Q131596	wd:Q2116450
wd:Q391414	wd:Q163021
wd:Q112209362	wd:Q112210708
wd:Q18679149	wd:Q545985
wd:Q1190554	wd:Q111161
wd:Q104998289	wd:Q96952661
wd:Q1259917	wd:Q3477050
wd:Q53121	wd:Q11751004
wd:Q54050	wd:Q25391
wd:Q618779	wd:Q217577
wd:Q63099748	wd:Q951791
wd:Q4830453	wd:Q90316218
wd:Q16831714	wd:Q41439394
wd:Q196600	wd:Q27043990
wd:Q1779300	wd:Q4941552
wd:Q16695773	wd:Q63108743
wd:Q2143825	wd:Q337912
wd:Q2457980	wd:Q1241535
wd:Q105626471	wd:Q122956696
wd:Q11821162	wd:Q17240
wd:Q108289371	wd:Q108290311
wd:Q459221	wd:Q61847287
wd:Q57988118	wd:Q111547222
wd:Q541947	wd:Q1137588
wd:Q17537576	wd:Q104696061
wd:Q16000075	wd:Q65036927
wd:Q57821	wd:Q3068953
wd:Q13220204	wd:Q612229
wd:Q15911314	wd:Q16873390
wd:Q162157	wd:Q111243552
wd:Q19828539	wd:Q112187609
wd:Q840396	wd:Q5868822
wd:Q1190554	wd:Q10551516
wd:Q73310320	wd:Q60674536
wd:Q3332438	wd:Q17143199
wd:Q180684	wd:Q11371169
wd:Q110304307	wd:Q87167
wd:Q13406463	wd:Q115668764
wd:Q1216998	wd:Q12078
wd:Q1738991	wd:Q625902
wd:Q66439731	wd:Q15738686
wd:Q42679632	wd:Q877435
wd:Q26836193	wd:Q1329312
wd:Q2006324	wd:Q1456902
wd:Q1112477	wd:Q1402344
wd:Q31946409	wd:Q55713039
wd:Q25383999	wd:Q113796
wd:Q2550974	wd:Q182559
wd:Q2996394	wd:Q322451
wd:Q33274034	wd:Q3974881
wd:Q23955632	wd:Q1083980
wd:Q31855	wd:Q4314550
wd:Q107637253	wd:Q117249541
wd:Q381165	wd:Q21777907
wd:Q27317265	wd:Q4958928
wd:Q702492	wd:Q442799
wd:Q2545446	wd:Q27247519
wd:Q1156831	wd:Q1005932
wd:Q2144962	wd:Q3075286
wd:Q1555508	wd:Q1857766
wd:Q11452125	wd:Q2512388
wd:Q2730732	wd:Q3715390
wd:Q105570105	wd:Q4459623
wd:Q16686022	wd:Q19388114
wd:Q811679	wd:Q1960395
wd:Q18247357	wd:Q1784096
wd:Q190932	wd:Q64667461
wd:Q3269648	wd:Q104805859
wd:Q4835091	wd:Q110009901
wd:Q3249551	wd:Q1156791
wd:Q20702	wd:Q188688
wd:Q811430	wd:Q81715
wd:Q11513337	wd:Q62627163
wd:Q24335044	wd:Q24334976
wd:Q16518	wd:Q3483055
wd:Q10873124	wd:Q21617887
wd:Q123705	wd:Q69465104
wd:Q117349473	wd:Q113940039
wd:Q154038	wd:Q81895
wd:Q21191270	wd:Q79848760
wd:Q211236	wd:Q1885941
wd:Q16917685	wd:Q1334829
wd:Q1837011	wd:Q7112064
wd:Q273120	wd:Q422635
wd:Q1168263	wd:Q1474521
wd:Q1577547	wd:Q15094777
wd:Q386724	wd:Q186516
wd:Q3550897	wd:Q6358267
wd:Q811430	wd:Q939644
wd:Q16686022	wd:Q385601
wd:Q811979	wd:Q190107
wd:Q1127705	wd:Q815740
wd:Q208500	wd:Q2706826
wd:Q82794	wd:Q128952
wd:Q5325	wd:Q2981904
wd:Q1187620	wd:Q174733
wd:Q124020978	wd:Q50259293
wd:Q21171241	wd:Q50388354
wd:Q10283556	wd:Q29845814
wd:Q4421	wd:Q12335817
wd:Q18175633	wd:Q3242199
wd:Q811979	wd:Q62832
wd:Q3644587	wd:Q113057726
wd:Q19307174	wd:Q121717782
wd:Q5152545	wd:Q27095213
wd:Q1667921	wd:Q2005755
wd:Q1408288	wd:Q1564871
wd:Q4676869	wd:Q123685306
wd:Q3635085	wd:Q2164323
wd:Q12518	wd:Q95949544
wd:Q811979	wd:Q156849
wd:Q2416723	wd:Q740326
wd:Q2404903	wd:Q6537693
wd:Q234460	wd:Q1298356
wd:Q335297	wd:Q914711
wd:Q238053	wd:Q849132
wd:Q1752346	wd:Q387834
wd:Q188913	wd:Q155511
wd:Q66364675	wd:Q12243537
wd:Q384515	wd:Q7831615
wd:Q105322872	wd:Q7683500
wd:Q702761	wd:Q5370734
wd:Q17457753	wd:Q115662966
wd:Q55450691	wd:Q10925338
wd:Q64534006	wd:Q179723
wd:Q285783	wd:Q1525
wd:Q5307737	wd:Q1228895
wd:Q27096235	wd:Q2791610
wd:Q2095549	wd:Q26111624
wd:Q1327701	wd:Q954087
wd:Q7743	wd:Q1455167
wd:Q62069696	wd:Q119607174
wd:Q4830453	wd:Q1548033
wd:Q3249551	wd:Q989364
wd:Q1743327	wd:Q557206
wd:Q391414	wd:Q3500690
wd:Q32178211	wd:Q67605749
wd:Q3635085	wd:Q3307487
wd:Q11755880	wd:Q25312920
wd:Q474161	wd:Q97179551
wd:Q120169965	wd:Q105755419
wd:Q989946	wd:Q960043
wd:Q11446	wd:Q25512007
wd:Q270791	wd:Q24936905
wd:Q14757767	wd:Q49271840
wd:Q215627	wd:Q2985549
wd:Q14552192	wd:Q3949323
wd:Q74493471	wd:Q83400582
wd:Q25579312	wd:Q12492827
wd:Q15839136	wd:Q71049338
wd:Q987767	wd:Q95921197
wd:Q2983893	wd:Q676050
wd:Q1303814	wd:Q16980
wd:Q193468	wd:Q2654501
wd:Q178659	wd:Q11241
wd:Q853614	wd:Q1073408
wd:Q27686	wd:Q5461999
wd:Q14757767	wd:Q3812392
wd:Q12819913	wd:Q3265221
wd:Q1668023	wd:Q27973
wd:Q2180428	wd:Q1516228
wd:Q9073584	wd:Q21255975
wd:Q87415039	wd:Q114634763
wd:Q7725310	wd:Q867335
wd:Q522972	wd:Q13741
wd:Q6852339	wd:Q15847164
wd:Q107122793	wd:Q7918273
wd:Q109607	wd:Q1015644
wd:Q1545585	wd:Q16979017
wd:Q1470834	wd:Q74048276
wd:Q28100368	wd:Q28100665
wd:Q131512	wd:Q3796984
wd:Q1153690	wd:Q779609
wd:Q23005223	wd:Q111448803
wd:Q22733	wd:Q1195942
wd:Q732577	wd:Q58897583
wd:Q22692845	wd:Q3423635
wd:Q255274	wd:Q2324479
wd:Q205663	wd:Q5249529
wd:Q163740	wd:Q22337472
wd:Q713200	wd:Q158852
wd:Q20819677	wd:Q235557
wd:Q3148886	wd:Q65954323
wd:Q1781198	wd:Q10272925
wd:Q1784021	wd:Q2449326
wd:Q157943	wd:Q474828
wd:Q163740	wd:Q7311343
wd:Q14745	wd:Q184418
wd:Q4738155	wd:Q15279749
wd:Q1914636	wd:Q123819222
wd:Q178648	wd:Q19600329
wd:Q11710359	wd:Q3640160
wd:Q1658894	wd:Q15618890
wd:Q1662011	wd:Q61140231
wd:Q1268911	wd:Q3560496
wd:Q143210	wd:Q904756
wd:Q386724	wd:Q2164067
wd:Q746628	wd:Q1200676
wd:Q486972	wd:Q2755753
wd:Q47461344	wd:Q15087423
wd:Q29197	wd:Q111660893
wd:Q105027504	wd:Q120197147
wd:Q15253558	wd:Q110635489
wd:Q15688633	wd:Q168432
wd:Q806617	wd:Q952465
wd:Q124312506	wd:Q640492
wd:Q43229	wd:Q3750285
wd:Q1497375	wd:Q195339
wd:Q481609	wd:Q33374019
wd:Q40231	wd:Q6980735
wd:Q3947	wd:Q2108964
wd:Q3947	wd:Q7862786
wd:Q132364	wd:Q29522
wd:Q18536342	wd:Q11303721
wd:Q2424752	wd:Q1362373
wd:Q181802	wd:Q1431093
wd:Q1446621	wd:Q7207537
wd:Q428148	wd:Q5411641
wd:Q1527595	wd:Q1670674
wd:Q7834360	wd:Q514989
wd:Q23442	wd:Q52103661
wd:Q839954	wd:Q15661340
wd:Q1584134	wd:Q10505824
wd:Q676586	wd:Q6810083
wd:Q654772	wd:Q182676
wd:Q16727193	wd:Q10429346
wd:Q15989253	wd:Q67027287
wd:Q11631078	wd:Q78634583
wd:Q181388	wd:Q17240
wd:Q15989253	wd:Q1140140
wd:Q122166972	wd:Q139859
wd:Q1370598	wd:Q65954323
wd:Q2761147	wd:Q27556165
wd:Q1662561	wd:Q77900897
wd:Q115449479	wd:Q76574
wd:Q61021680	wd:Q106462696
wd:Q2912397	wd:Q63535
wd:Q167035	wd:Q97644802
wd:Q2739113	wd:Q357104
wd:Q12760909	wd:Q1188235
wd:Q11083590	wd:Q232962
wd:Q18554850	wd:Q949302
wd:Q270389	wd:Q1154500
wd:Q1914636	wd:Q11977025
wd:Q108329152	wd:Q17518557
wd:Q989946	wd:Q3126170
wd:Q1555508	wd:Q115730787
wd:Q1065579	wd:Q28932195
wd:Q178648	wd:Q6021804
wd:Q1190554	wd:Q348120
wd:Q1370598	wd:Q11331347
wd:Q23955632	wd:Q1506541
wd:Q21802675	wd:Q15712918
wd:Q486972	wd:Q7265965
wd:Q48961201	wd:Q27849290
wd:Q3661265	wd:Q1294035
wd:Q3622126	wd:Q2001982
wd:Q10843872	wd:Q189819
wd:Q2115530	wd:Q57054064
wd:Q1485366	wd:Q106122780
wd:Q1227640	wd:Q459832
wd:Q4164871	wd:Q83856136
wd:Q1190554	wd:Q567303
wd:Q1521410	wd:Q131696
wd:Q13220204	wd:Q719592
wd:Q65088916	wd:Q431790
wd:Q2919046	wd:Q73248571
wd:Q178790	wd:Q1418259
wd:Q11660	wd:Q65066631
wd:Q1752346	wd:Q16690653
wd:Q1161707	wd:Q115625328
wd:Q1519454	wd:Q1543344
wd:Q1738991	wd:Q9378373
wd:Q1190554	wd:Q88802020
wd:Q33274034	wd:Q7362643
wd:Q319224	wd:Q21211206
wd:Q951791	wd:Q63987304
wd:Q15911314	wd:Q7372078
wd:Q1391390	wd:Q70443541
wd:Q124312595	wd:Q124312714
wd:Q622416	wd:Q19302461
wd:Q1914636	wd:Q2359691
wd:Q473972	wd:Q20901732
wd:Q1076486	wd:Q26205080
wd:Q2145163	wd:Q159184
wd:Q327333	wd:Q4002650
wd:Q15416	wd:Q3464665
wd:Q939644	wd:Q427926
wd:Q20540385	wd:Q636946
wd:Q107617	wd:Q104225
wd:Q116446192	wd:Q81235
wd:Q19603939	wd:Q192619
wd:Q587735	wd:Q8157
wd:Q1294787	wd:Q2560600
wd:Q1787111	wd:Q3136090
wd:Q5352191	wd:Q2067634
wd:Q767669	wd:Q2337182
wd:Q188075	wd:Q7148665
wd:Q2995644	wd:Q101445920
wd:Q66424847	wd:Q725744
wd:Q4215166	wd:Q28931907
wd:Q590870	wd:Q108128848
wd:Q838948	wd:Q72941682
wd:Q15980804	wd:Q27658988
wd:Q10864048	wd:Q719487
wd:Q1371819	wd:Q7371361
wd:Q94643648	wd:Q945895
wd:Q2366457	wd:Q3105198
wd:Q502672	wd:Q105397
wd:Q1065579	wd:Q192411
wd:Q811979	wd:Q112688943
wd:Q5508841	wd:Q104918361
wd:Q83620	wd:Q62059481
wd:Q88814802	wd:Q4431759
wd:Q88392887	wd:Q22687823
wd:Q849425	wd:Q1580122
wd:Q188800	wd:Q3325907
wd:Q5962346	wd:Q1642648
wd:Q6501349	wd:Q10283556
wd:Q5151495	wd:Q972769
wd:Q11594379	wd:Q3884394
wd:Q112826975	wd:Q81025
wd:Q742421	wd:Q805233
wd:Q189439	wd:Q1186723
wd:Q1298356	wd:Q155656
wd:Q5810820	wd:Q782884
wd:Q4830453	wd:Q1318768
wd:Q15104915	wd:Q952465
wd:Q40218	wd:Q110256739
wd:Q2133309	wd:Q874894
wd:Q25379	wd:Q1255669
wd:Q15707563	wd:Q60618803
wd:Q19307174	wd:Q1229611
wd:Q747980	wd:Q97362169
wd:Q1884048	wd:Q1416517
wd:Q19817101	wd:Q39594
wd:Q16831714	wd:Q481289
wd:Q185363	wd:Q188602
wd:Q1521410	wd:Q891922
wd:Q811430	wd:Q3565782
wd:Q781413	wd:Q331769
wd:Q43229	wd:Q25340898
wd:Q122853586	wd:Q102075837
wd:Q837142	wd:Q28936014
wd:Q21771805	wd:Q23924989
wd:Q3399487	wd:Q4919932
wd:Q6503343	wd:Q525394
wd:Q10843872	wd:Q198099
wd:Q16693356	wd:Q4923715
wd:Q2755547	wd:Q177275
wd:Q15621286	wd:Q196600
wd:Q1308239	wd:Q15080920
wd:Q49848	wd:Q2751586
wd:Q1391390	wd:Q2050442
wd:Q355304	wd:Q4250086
wd:Q294422	wd:Q219760
wd:Q855680	wd:Q1138997
wd:Q2133296	wd:Q863404
wd:Q19817101	wd:Q913035
wd:Q1190554	wd:Q201676
wd:Q256020	wd:Q2766008
wd:Q13030962	wd:Q751728
wd:Q11618279	wd:Q447523
wd:Q1784021	wd:Q194070
wd:Q482	wd:Q948970
wd:Q107542997	wd:Q489523
wd:Q1622444	wd:Q100000058
wd:Q2466889	wd:Q16628076
wd:Q327333	wd:Q213283
wd:Q811979	wd:Q40558
wd:Q474090	wd:Q948970
wd:Q732717	wd:Q4866946
wd:Q1351368	wd:Q2026749
wd:Q819684	wd:Q839254
wd:Q625151	wd:Q232962
wd:Q2066131	wd:Q5465303
wd:Q4989906	wd:Q921099
wd:Q43229	wd:Q43307012
wd:Q768186	wd:Q599797
wd:Q110304307	wd:Q125191
wd:Q1543677	wd:Q110886488
wd:Q1724915	wd:Q57515336
wd:Q1194601	wd:Q10752679
wd:Q189962	wd:Q2163436
wd:Q41415	wd:Q7037735
wd:Q87167	wd:Q3960554
wd:Q6671777	wd:Q2892190
wd:Q191067	wd:Q1580166
wd:Q10864048	wd:Q236036
wd:Q1502030	wd:Q831939
wd:Q7257724	wd:Q61278455
wd:Q56061	wd:Q39614
wd:Q31855	wd:Q482329
wd:Q820655	wd:Q123550
wd:Q117878883	wd:Q117878403
wd:Q12518	wd:Q1637916
wd:Q860676	wd:Q124711597
wd:Q102277154	wd:Q60723829
wd:Q391414	wd:Q89938
wd:Q4835091	wd:Q1286517
wd:Q1231865	wd:Q5341276
wd:Q66794983	wd:Q99903892
wd:Q677678	wd:Q131668
wd:Q208476	wd:Q911907
wd:Q207628	wd:Q29596700
wd:Q1190554	wd:Q37112258
wd:Q29017603	wd:Q338754
wd:Q941818	wd:Q17231745
wd:Q2457695	wd:Q2281713
wd:Q42417258	wd:Q11626839
wd:Q1639825	wd:Q1750079
wd:Q15710834	wd:Q60673395
wd:Q83790	wd:Q100510764
wd:Q2608849	wd:Q106027598
wd:Q3249551	wd:Q2097208
wd:Q7187	wd:Q139677
wd:Q1664679	wd:Q100320957
wd:Q1939150	wd:Q2144320
wd:Q908488	wd:Q820036
wd:Q548275	wd:Q191709
wd:Q192611	wd:Q59818563
wd:Q37484	wd:Q1503147
wd:Q844619	wd:Q3482038
wd:Q107194400	wd:Q111509483
wd:Q18520049	wd:Q16209265
wd:Q77733378	wd:Q81647906
wd:Q1914636	wd:Q1519454
wd:Q1326028	wd:Q109712283
wd:Q5282847	wd:Q4927193
wd:Q1294787	wd:Q1750079
wd:Q7574898	wd:Q4774348
wd:Q15145593	wd:Q7724421
wd:Q193424	wd:Q1340449
wd:Q64728693	wd:Q875660
wd:Q178780	wd:Q7005626
wd:Q14406742	wd:Q2831984
wd:Q2460422	wd:Q256020
wd:Q245117	wd:Q654476
wd:Q8125919	wd:Q56710542
wd:Q482980	wd:Q109517242
wd:Q17537576	wd:Q7139050
wd:Q785952	wd:Q6581615
wd:Q482	wd:Q3684595
wd:Q123260370	wd:Q3239165
wd:Q486972	wd:Q29043077
wd:Q2500638	wd:Q63973019
wd:Q47461344	wd:Q1338798
wd:Q483501	wd:Q1148872
wd:Q19953632	wd:Q1754946
wd:Q23413	wd:Q1044204
wd:Q386426	wd:Q43113623
wd:Q2041172	wd:Q1780422
wd:Q63074858	wd:Q63074807
wd:Q1427844	wd:Q3200265
wd:Q785952	wd:Q9294168
wd:Q2190251	wd:Q1638962
wd:Q66789000	wd:Q2046743
wd:Q736917	wd:Q358877
wd:Q215627	wd:Q19381254
wd:Q3395121	wd:Q12661150
wd:Q1368562	wd:Q1440476
wd:Q386724	wd:Q61867306
wd:Q811122	wd:Q63755054
wd:Q1628979	wd:Q106451248
wd:Q703534	wd:Q187031
wd:Q486972	wd:Q2785216
wd:Q4271324	wd:Q235113
wd:Q21076217	wd:Q3325736
wd:Q1454986	wd:Q4323994
wd:Q170483	wd:Q928235
wd:Q39594	wd:Q558116
wd:Q179049	wd:Q28055269
wd:Q49848	wd:Q5053105
wd:Q35872	wd:Q2694199
wd:Q61685689	wd:Q2992826
wd:Q20926517	wd:Q50314139
wd:Q48976586	wd:Q34736359
wd:Q785979	wd:Q1891165
wd:Q123705	wd:Q39947311
wd:Q20857085	wd:Q87328118
wd:Q815859	wd:Q1194674
wd:Q417633	wd:Q37055
wd:Q1391390	wd:Q7309759
wd:Q121225283	wd:Q954087
wd:Q123261191	wd:Q221552
wd:Q655686	wd:Q16140622
wd:Q1310239	wd:Q65643703
wd:Q11060274	wd:Q11497036
wd:Q29154515	wd:Q6559906
wd:Q3153117	wd:Q120669547
wd:Q2490224	wd:Q504779
wd:Q381885	wd:Q1356770
wd:Q8513	wd:Q1343205
wd:Q11755959	wd:Q18142
wd:Q1323191	wd:Q18810049
wd:Q6503343	wd:Q3395751
wd:Q557206	wd:Q1083980
wd:Q41298	wd:Q10300473
wd:Q1914636	wd:Q29017603
wd:Q14092	wd:Q16534385
wd:Q12518	wd:Q66310057
wd:Q4835091	wd:Q78366914
wd:Q96792464	wd:Q6293
wd:Q23002037	wd:Q11421258
wd:Q62079110	wd:Q1129743
wd:Q1190554	wd:Q2401485
wd:Q1662011	wd:Q51932686
wd:Q6149036	wd:Q352867
wd:Q66735962	wd:Q66735966
wd:Q391414	wd:Q1501427
wd:Q147538	wd:Q3506176
wd:Q830393	wd:Q6486786
wd:Q15253558	wd:Q860918
wd:Q870898	wd:Q833766
wd:Q50995749	wd:Q13219447
wd:Q838948	wd:Q3815189
wd:Q245032	wd:Q1669978
wd:Q16404706	wd:Q71049338
wd:Q811979	wd:Q62447
wd:Q13473501	wd:Q742421
wd:Q93992677	wd:Q28225717
wd:Q10843872	wd:Q115180053
wd:Q1155404	wd:Q212474
wd:Q12136	wd:Q207791
wd:Q203115	wd:Q1456383
wd:Q12375131	wd:Q62030139
wd:Q21272231	wd:Q769603
wd:Q15303351	wd:Q64223661
wd:Q99527517	wd:Q12893838
wd:Q15303351	wd:Q861259
wd:Q214609	wd:Q18218093
wd:Q19953632	wd:Q426759
wd:Q100052008	wd:Q88594442
wd:Q193762	wd:Q17300291
wd:Q189177	wd:Q3139490
wd:Q4936952	wd:Q712378
wd:Q87167	wd:Q1671640
wd:Q7307234	wd:Q179430
wd:Q1221145	wd:Q2080650
wd:Q18706315	wd:Q115136935
wd:Q3241565	wd:Q3078732
wd:Q2169973	wd:Q10611118
wd:Q1754533	wd:Q1063801
wd:Q750215	wd:Q177716
wd:Q42973	wd:Q98714302
wd:Q1639378	wd:Q51280089
wd:Q2066131	wd:Q259327
wd:Q2588761	wd:Q593362
wd:Q3075355	wd:Q390248
wd:Q1702970	wd:Q174713
wd:Q43450	wd:Q272460
wd:Q15642541	wd:Q3062125
wd:Q27096235	wd:Q201884
wd:Q49848	wd:Q322203
wd:Q6501447	wd:Q2520712
wd:Q2066131	wd:Q913532
wd:Q11060274	wd:Q5436787
wd:Q2184715	wd:Q768186
wd:Q15978655	wd:Q2994387
wd:Q20664427	wd:Q1786567
wd:Q178376	wd:Q635985
wd:Q730920	wd:Q21021151
wd:Q13100823	wd:Q459426
wd:Q29553	wd:Q8066418
wd:Q916093	wd:Q847535
wd:Q2914277	wd:Q1268748
wd:Q18679149	wd:Q5194698
wd:Q38088701	wd:Q116748732
wd:Q1689296	wd:Q108284447
wd:Q15097084	wd:Q12642532
wd:Q752276	wd:Q906645
wd:Q811430	wd:Q1180029
wd:Q3058206	wd:Q3611543
wd:Q620615	wd:Q845620
wd:Q255274	wd:Q16324756
wd:Q185451	wd:Q64534006
wd:Q48204	wd:Q1824104
wd:Q17143199	wd:Q22298829
wd:Q41176	wd:Q2110788
wd:Q2065736	wd:Q173387
wd:Q17442446	wd:Q72610003
wd:Q7692354	wd:Q15850174
wd:Q124632211	wd:Q124632258
wd:Q19357312	wd:Q480498
wd:Q82794	wd:Q123964505
wd:Q3455803	wd:Q1797162
wd:Q5379515	wd:Q1397059
wd:Q16970	wd:Q7673025
wd:Q615498	wd:Q929508
wd:Q15621286	wd:Q1147633
wd:Q10553309	wd:Q136649
wd:Q4830453	wd:Q98528681
wd:Q1341478	wd:Q119293058
wd:Q1190554	wd:Q16635429
wd:Q3327873	wd:Q3559003
wd:Q107390	wd:Q465842
wd:Q3511052	wd:Q1056901
wd:Q41176	wd:Q3010419
wd:Q18563360	wd:Q4313426
wd:Q1536372	wd:Q4204495
wd:Q48204	wd:Q955214
wd:Q1914636	wd:Q105476441
wd:Q11204	wd:Q1398920
wd:Q7725310	wd:Q2608176
wd:Q1414937	wd:Q27044075
wd:Q641406	wd:Q48741
wd:Q112826975	wd:Q11068
wd:Q36180	wd:Q25493168
wd:Q107711	wd:Q11566931
wd:Q4418000	wd:Q214995
wd:Q56055115	wd:Q3503155
wd:Q19850234	wd:Q62129035
wd:Q1072363	wd:Q564612
wd:Q5707594	wd:Q2602337
wd:Q549638	wd:Q7927945
wd:Q11513337	wd:Q83169285
wd:Q995347	wd:Q845933
wd:Q2462658	wd:Q13424814
wd:Q87906572	wd:Q113360209
wd:Q10688145	wd:Q3517779
wd:Q24335044	wd:Q24336784
wd:Q108637623	wd:Q35127
wd:Q55071047	wd:Q7019111
wd:Q1190554	wd:Q1241356
wd:Q14092	wd:Q26791288
wd:Q212805	wd:Q5227240
wd:Q28654048	wd:Q17012331
wd:Q687031	wd:Q845114
wd:Q207628	wd:Q1547148
wd:Q1153014	wd:Q527395
wd:Q11204	wd:Q6936225
wd:Q486972	wd:Q14942893
wd:Q56055115	wd:Q19601972
wd:Q3326454	wd:Q55760862
wd:Q17351672	wd:Q5166413
wd:Q131093	wd:Q5358377
wd:Q1352333	wd:Q6232
wd:Q98098744	wd:Q209
wd:Q10683158	wd:Q1570182
wd:Q163740	wd:Q5509032
wd:Q811979	wd:Q1348006
wd:Q2272343	wd:Q1786087
wd:Q1213562	wd:Q510878
wd:Q108557527	wd:Q108557505
wd:Q2659904	wd:Q2094331
wd:Q1662011	wd:Q174814
wd:Q15253558	wd:Q117878883
wd:Q162986	wd:Q1716850
wd:Q15989253	wd:Q2366457
wd:Q146768	wd:Q1551207
wd:Q210729	wd:Q209440
wd:Q1734662	wd:Q124312755
wd:Q1286790	wd:Q3337309
wd:Q2424752	wd:Q35197
wd:Q30129212	wd:Q105438030
wd:Q37813	wd:Q427038
wd:Q2462658	wd:Q2011889
wd:Q16513426	wd:Q638123
wd:Q4992061	wd:Q19365527
wd:Q11183017	wd:Q336514
wd:Q111551847	wd:Q7627838
wd:Q3455898	wd:Q188230
wd:Q1866689	wd:Q13567909
wd:Q428148	wd:Q88221447
wd:Q1662011	wd:Q1342377
wd:Q987767	wd:Q30646819
wd:Q111304341	wd:Q2232513
wd:Q811979	wd:Q10302365
wd:Q10358588	wd:Q41812406
wd:Q16745601	wd:Q114964328
wd:Q13406463	wd:Q15851373
wd:Q16744668	wd:Q113141003
wd:Q18517815	wd:Q112189298
wd:Q88206817	wd:Q1419997
wd:Q837766	wd:Q640452
wd:Q48136	wd:Q878794
wd:Q12713481	wd:Q77091549
wd:Q15474042	wd:Q15184295
wd:Q2638480	wd:Q6934494
wd:Q3622126	wd:Q641404
wd:Q2366457	wd:Q6011239
wd:Q22652	wd:Q57743
wd:Q23002039	wd:Q81271307
wd:Q9212979	wd:Q112902062
wd:Q4164344	wd:Q2882217
wd:Q7239	wd:Q2239243
wd:Q53060	wd:Q234731
wd:Q21070568	wd:Q1207451
wd:Q2405480	wd:Q513085
wd:Q66260277	wd:Q108738679
wd:Q9073584	wd:Q172858
wd:Q15989253	wd:Q17525443
wd:Q2431196	wd:Q2743
wd:Q1371378	wd:Q115903317
wd:Q4224701	wd:Q497976
wd:Q11047409	wd:Q19710494
wd:Q835420	wd:Q2923121
wd:Q6545185	wd:Q2005002
wd:Q1370598	wd:Q10607896
wd:Q43229	wd:Q193622
wd:Q23497974	wd:Q8104
wd:Q21980538	wd:Q734253
wd:Q88864296	wd:Q79803608
wd:Q15253558	wd:Q114047944
wd:Q97317426	wd:Q97321271
wd:Q735478	wd:Q423504
wd:Q2578402	wd:Q614467
wd:Q438919	wd:Q327538
wd:Q17488316	wd:Q20743624
wd:Q861181	wd:Q66535724
wd:Q19953632	wd:Q7058519
wd:Q118093	wd:Q107560916
